3.211181461811065674e-01 -9.509196877479553223e-01
-5.456253886222839355e-01 8.285993933677673340e-01
3.677263557910919189e-01 -1.915061831474304199e+00
-1.259829640388488770e+00 -2.688091397285461426e-01
2.535610795021057129e-01 3.646906912326812744e-01
8.362274169921875000e-01 -1.969748884439468384e-01
2.366593837738037109e+00 -3.502668738365173340e-01
-8.908524513244628906e-01 8.932363390922546387e-01
1.232471823692321777e+00 -1.495249867439270020e+00
8.670322299003601074e-01 2.013108491897583008e+00
1.238143295049667358e-01 3.210897743701934814e-01
9.816024899482727051e-01 -2.772237360477447510e-02
8.741534352302551270e-01 -1.620130985975265503e-01
1.312152624130249023e+00 -1.397698521614074707e+00
-3.288480520248413086e+00 2.299450635910034180e+00
-2.061407566070556641e-01 4.977689087390899658e-01
1.017745614051818848e+00 4.779834151268005371e-01
4.205894768238067627e-01 1.056686714291572571e-01
1.086645126342773438e+00 2.225316524505615234e+00
-1.391682386398315430e+00 1.256599664688110352e+00
1.684824228286743164e+00 -3.223126888275146484e+00
-2.136193037033081055e+00 1.547216176986694336e+00
-9.830626845359802246e-01 9.662804603576660156e-01
-3.560143411159515381e-01 5.602159500122070312e-01
-6.944848895072937012e-01 -1.030151724815368652e+00
-4.909295439720153809e-01 -8.411499857902526855e-01
9.446371197700500488e-01 1.861166954040527344e+00
1.017680883407592773e+00 6.168580651283264160e-01
-3.816647291183471680e+00 2.640934944152832031e+00
-7.525816559791564941e-01 8.194503188133239746e-01
1.164260268211364746e+00 1.557799816131591797e+00
1.128989219665527344e+00 9.765713810920715332e-01
9.253492355346679688e-01 -1.873945951461791992e+00
1.192914962768554688e+00 -6.530002951622009277e-01
-1.539009571075439453e+00 -1.925617337226867676e+00
4.332962930202484131e-01 2.832157015800476074e-01
-9.254564642906188965e-01 9.058036208152770996e-01
1.035380244255065918e+00 2.136868476867675781e+00
4.900927245616912842e-01 -8.825023174285888672e-01
2.191685438156127930e+00 -1.279042601585388184e+00
-7.476274967193603516e-01 -7.708507776260375977e-02
-1.516978025436401367e+00 -5.237344503402709961e-01
1.025830745697021484e+00 -1.772812724113464355e+00
1.380860209465026855e+00 -1.288982480764389038e-01
-1.046590566635131836e+00 2.006479054689407349e-01
5.044282078742980957e-01 2.751122415065765381e-01
1.072146534919738770e+00 1.130625247955322266e+00
9.840931296348571777e-01 3.709930181503295898e-01
1.237046360969543457e+00 -1.550273776054382324e+00
7.452785968780517578e-01 -2.409273862838745117e+00
-9.323348999023437500e-01 -7.287387251853942871e-01
-2.890031337738037109e+00 2.026393651962280273e+00
1.186133995652198792e-01 -4.048864841461181641e-01
-4.873420596122741699e-01 9.080418944358825684e-01
1.311430521309375763e-02 -1.300969243049621582e+00
-5.036824941635131836e-01 -1.204171299934387207e+00
1.045436024665832520e+00 5.987002253532409668e-01
8.970361948013305664e-01 3.607381880283355713e-01
9.467888474464416504e-01 8.312708139419555664e-01
-6.395187973976135254e-01 8.595608472824096680e-01
8.945230245590209961e-01 2.749414741992950439e-01
3.599992275238037109e+00 -6.603847742080688477e-01
2.985040903091430664e+00 -1.614335656166076660e+00
-1.141136765480041504e+00 5.927810668945312500e-01
-2.057269334793090820e+00 1.469736456871032715e+00
-8.166123628616333008e-01 -5.193361639976501465e-01
-7.529130578041076660e-01 -4.714258313179016113e-01
-1.052266716957092285e+00 -7.688808441162109375e-01
9.197967648506164551e-01 -1.227498725056648254e-01
2.166074275970458984e+00 1.378840446472167969e+00
9.642184376716613770e-01 1.629291057586669922e+00
9.542366862297058105e-01 5.483138561248779297e-01
-1.639652132987976074e+00 -9.645881652832031250e-01
1.995556615293025970e-02 5.180404782295227051e-01
-1.618168115615844727e+00 -1.110113263130187988e+00
-3.224120736122131348e-01 -1.313909053802490234e+00
7.849508523941040039e-02 -1.242826104164123535e+00
-1.464347481727600098e+00 -1.313683271408081055e+00
1.051181316375732422e+00 -2.269088923931121826e-01
-6.676855683326721191e-01 8.193290233612060547e-01
-4.405639469623565674e-01 6.441476345062255859e-01
-1.118729948997497559e+00 -1.395990967750549316e+00
-1.972191035747528076e-01 6.838853955268859863e-01
9.823660254478454590e-01 1.225553676486015320e-01
-1.821388602256774902e+00 -1.254327416419982910e+00
1.300361156463623047e+00 -1.996137261390686035e+00
-8.787683844566345215e-01 -4.263475835323333740e-01
8.341852426528930664e-01 -1.215156540274620056e-01
7.384412884712219238e-01 6.617621183395385742e-01
2.592552639544010162e-02 1.914124190807342529e-01
1.597691625356674194e-01 -1.482202053070068359e+00
1.914161741733551025e-01 2.305940911173820496e-02
1.028330922126770020e+00 4.117487072944641113e-01
-1.595211744308471680e+00 -1.275961279869079590e+00
1.730498671531677246e+00 2.616468071937561035e-01
1.224628329277038574e+00 1.179787039756774902e+00
-3.335386812686920166e-01 -1.053001761436462402e+00
-6.540016084909439087e-02 -1.155535340309143066e+00
1.026402473449707031e+00 6.398508548736572266e-01
-1.847433686256408691e+00 1.578341007232666016e+00
